ParticipantId	SampleCode	contdag	gesl2	LFTB	pershuis	Lftpershuis1	Lftpershuis2	Lftpershuis3	Lftpershuis4	Lftpershuis5	Lftpershuis6	Lftpershuis7	Lftpershuis8	Lftpershuis9	Lftpershuis10	contpers0tot9	contpers10tot19	contpers20tot29	contpers30tot39	contpers40tot49	contpers50tot59	contpers60tot69	contpers70tot79	contpers80tot89	contpers90plus	contpers0tot4	contpers5tot9	pershuisv2
4	13600486		2	-0	6	0	2	4	6	29	29																	6
6	13600068	2	1	-0	4	0	6	32	38												2							4
8			2	-0	4	0	4	30	32																			4
9	13600001		2	-0	5	6	9	32	36																			5
12	13600531		2	-0	3	31	33																					3
15	13600506	1	1	-0	3	30	37									1			2							1		3
18		4	2	0	3	32	37											5		2								3
20		2	1	0	3	1	35	36								1			3			2				1		3
22	13600552	7	2	0	3	32	42									1										1		3
27		3	2	0	3	31	37														1							3
29	13600551	1	1	0	4	0	2	32	33							4		3								4		4
31		3	2	0	3	30	31														2							3
32	13600013		1	0	4	3	29	31																				4
34	13600025	6	2	0	3	27	28														2							3
36	13600021	1	1	0	4	1	5	29	32							2					1					2		4
38		7	1	0	4	3	30	31										2										4
39	13600560	6	1	1	5	6	7	34	37							4		1	3	3	2	4		1			4	5
40			2	1	5	4	6	30	30																			5
46		2	1	1	3	1	31	34													1	1						3
47	13600003	2	2	1	4	69	73									1			1		1					1		4
48	13600034	3	1	2	4	2	3	32	33							4		1	3		2					4		4
54		3	2	2	4	0	28	29								1		2	1	1	2					1		4
55		2	1	2	4	5	35	37								10			4	2						10		4
57	13600010	1	2	2	5	0	5	39	50							2			1		1					1	1	5
60	13600498	5	1	3	4	6	37	38								2			2							1	1	4
62		7	1	3	3	30	32									3		1	2		1					1	2	3
63	13600509	7	1	3	3	3	38	42								1			1		1							3
64	13600510	5	1	3	4	3	5	39	41							7		2	1			1				6	1	4
66		6	2	3	4	1	36	36								4		3	2		2	2				1	3	4
67	13600012	1	2	3	4	5	35	36								5			3		2					3	2	4
70	13600491	1	2	3	4	1	3	25	31								4	4	1		2	2						4
71		1	1	3	5	2	6	29	31									1	1									5
73	13600045	2	2	4	4	6	33	37								25	1		1							12	13	4
78	13600058	1	1	4	6	4	8	10	24	40						5		1	1		1					2	3	6
79		2	1	4	4	4	33	34								25		4								12	12	4
81		1	1	5	4	5	8	34	44							10			1	1								4
84	13600016	2	1	6	6	0	4	6	8	38	41					40			7	2						5	35	6
85	13600024		1	6	4	7	9	39	42																			4
87	13600019	2	1	6	2											6				2			1				6	2
88	13600017	5	2	6	4	8										5											5	4
89		7	1	7	4	7	9	38	45													2						4
91	13600530	2	1	7	5	10	13	40	42							20	2		2	4							20	5
93	13600023		2	8	4	7	9	39	42																			4
94	13600039	1	1	8	4	4	36	38								8					2					1	7	4
96	13600041		1	9	8	8	9	13	15	18	23	47	52															8
97	13600038	3	2	9	4	12	38	43								6	3		1			1					6	4
98	13600035	2	1	9	3	13	36									15		2									15	3
99	13600032	5	2	9	4	14	43	44								36	1			2							36	4
102	13600015	7	1	10	4	10	15	37	37								1	2			2							4
103	13600004	1	2	10	4	65	72	94								14	5		2	2	1					2	12	4
104	13600029	2	2	10	4	11	15	38	38								20		4		2							4
105	13600018	5	2	10	4	7											10			1	1							4
106	13600020	2	1	11	3	11	14	41									14		2	1								3
107	13600027	3	2	11	3	52	57									2	8									2		3
108	13600026	4	2	11	6	10	16	19	47	48							13			2			4					6
109	13600040	2	2	12	5	5	9	38	41								16			2	1		2					5
110	13600022	1	1	12	6	7	9	14	39	43						4	16	3	2	3	1	1					4	6
111	13600069	2	1	13	6	11	13	14	14	46	47						17	1	4	3	1							6
112	13600037	1	2	13	5	13	18	21	43	45							4											5
113		3	2	13	3												10	4	2		1			1				3
115	13600042	7	2	13	5	8	13	40	42							1	1		1	1		2					1	5
116	13600537	7	1	13	3	0	13	43								3	5			2		5				1	2	3
117	13600553	4	2	14	4	10	39	40									30		6	4								4
118	13600036	1	2	14	6	6	7	11	14	46	47						40			20							2	6
120	13600031	4	1	14	5	9	12	42	43								99	5	7	5	5		2					5
122	13600532	6	2	15	5	12	15	17	41	43							1			2								5
124	13600535	5	1	16	5	11	15	18	49	50							10		1	1								5
125	13600033	6	1	16	4	19	50	56									10	3										4
128	13600495	1	1	16	5	13	14	16	40	43							24			2	1							5
129	13600519	7	2	16	4	7	16	46	46							2	3			2							2	4
134	13600044	2	2	17	5	17	19	21	49	49							5											5
135	13600043	3	2	18	4	19	41	46										12	11	9	2							4
136	13600030	5	2	18	4	14	18	43	46								2	1		2	2							4
137	13600555	3	2	18	4	15	47	50									4				1							4
142	13600550	2	1	20	3	20	45	50											2	2								3
144	13600499	5	2	20	5	15	23	45	48							1		3	4								1	5
145	13600028	3	2	21	4	18	45	49										3										4
146	13600048	3	2	21	3	49	52										1	3	2	1	1							3
156	13600059	3	2	24	3	7	40									6			4	2							6	3
158	13600063	2	2	24	3	0	24												3	1	2					1		3
160	13600052	4	2	25	2	25										10	2	2		1	2					1	9	2
164	13600053	5	2	26	2	33												10	2									2
168		3	2	28	4	0	2	30										9				1						4
174	13600014	4	1	29	4	0	3	31								2		3	3		5					2		4
186	13600494	7	2	32	2	36													1		1		2					2
190	13600497	7	1	33	2	34													2									2
195	13600540	6	2	34	2	33												2	1		4	2						2
196	13600009	7	2	34	4	1	4	40								3			4	2	1	1				1	2	4
199	13600006	2	2	35	4	8	10	37								8	5		8	1	2				1	2	6	4
200		7	2	35	2	35	35												1		2							2
204	13600542	6	1	36	4	3	6	35										3	7		3	3						4
210	13600046	1	2	37	4	3	5	36	37									1		1	1							4
212	13600067	3	2	37	4	11	14	43									2			1	3							4
216	13600047	3	2	38	2	42													4	2			1					2
217	13600487	5	2	38	5	3	6	8	41							5	5	4	20		2	4				5		5
218	13600545	2	2	38	4	7	9	38	45							2		3	1	8	5	2				1	1	4
224	13600066	3	1	41	2	66										3	1	4	8	5	3	2	14	18	3	1	2	2
225	13600060		2	41	5	13	15	17	41	42																		5
227	13600064	6	2	41	4	10	13	40	41								2			5		2						4
229		3	2	42	4	9	12	42	42											1		2						4
232	13600554	3	2	43	5	11	13	15	43	48						4			2							4		5
234	13600483	1	1	43	5	13	14	16	40	43									4	5								5
236	13600073		1	43	6	5	7	9	13	42	43																	6
239	13600501	5	2	44	4	18	21	46										2	1	6	1							4
241	13600062	3	1	45	5	12	16	19	42	45						1	2	1	4	2							1	5
242	13600056		1	45	6	7	11	15	37	46																		6
243	13600071	5	1	46	2	45										1	1	2	1	5	4							2
245	13600002	2	1	47	4	9	12	44	47										3	8				15	1			4
246	13600541	4	2	47	1	58											1	4	13	5	3	2	4					1
247	13600549	3	1	47	3	10	47	47										5		3								3
248	13600005	1	2	47	4	18	22	47	48														15	20				4
254	13600011	2	1	49	4	18	22	48	49										10	10	3							4
264	13600548	7	2	51	4	20	21	62														1						4
266	13600051	2	2	51	4	18	20	53								2	1	1	2	2	4	2					2	4
267	13600049	6	1	51	5	12	14	18	49										1	2	4							5
268		7	2	52	2	52															2	2		2				2
269	13600061	5	2	52	2	52	59														1							2
275	13600520	3	2	53	2	44										3			2	1	1					3		2
277	13600547	7	2	54	2	55												2		1	7	5	4					2
280	13600544	6	2	55	2	55	59															8						2
282	13600074	6	1	56	2	52												1	1	1	2							2
283	13600072	7	2	56	2	59															2							2
287	13600065	2	2	57	2													2			3							2
290	13600543	3	1	57	2	55	57										2			14								2
292		3	2	58	2	43										1								1				2
293	13600050	3	1	58	2	56	57									2		2				2				2		2
295	13600054	4	2	59	1															2	4	10	10	8				1
297	13600057	2	1	59	2	57											2	3	1	2	4							2
300	13600517	7	1	60	2	58	60														4							2
301	13600539	7	2	60	1														1		1							1
302	13600538	1	2	60	2	65										2						1						2
305	13600518	3	1	61	2	61										6				10	20	6	2			2	4	2
306		6	2	61	2	61	61												3									2
307	13600514	4	2	65	2	65												2	1		10	10						2
308	13600516	4	2	62	2	64										1			10	5	2	1						2
309	13600484	4	2	62	2	66														5								2
310		4	2	63	2	61																3		1				2
311	13600521	5	1	63	2	50																		2				2
312	13600536	6	2	63	2	39														1		2	1					2
315	13600512	6	2	64	1															1	1		1					1
317	13600515	4	1	64	3	32	62												5	20	5							3
318	13600534	4	2	64	2	64																3						2
320	13600529	3	2	65	2	65	65										1		1		20		1	2				2
322	13600513	5	2	65	2	65																8						2
324	13600533		1	65	2	64																						2
325		6	1	65	2	64												1				3						2
329	13600511	4	2	66	2	65											1							1				2
334		4	1	68	2	63														1								2
336	13600528	5	1	68	2	64															1							2
338	13600526	6	2	69	2	71												1						2				2
339	13600485	3	2	70	1	70																14						1
345	13600527	3	1	71	2	74													1		1							2
346	13600070	3	2	71	1											3	1			2						2	1	1
348		6	2	72	2	72	73															2						2
349	13600525	5	2	72	1																	8						1
351	13600559		1	73	2	73	74																					2
352	13600522	5	2	73	1													1			1							1
353	13600524	4	2	73	2	73											1						5					2
355	13600008	1	1	74	2	62	74									1		1	1									2
356	13600007	6	1	74	2	73											1			4		2	2	5	1			2
357		4	1	74	2	74	74											3				7	4					2
358	13600523	5	2	74	1													2	1	2								1
362	13600508	2	1	75	2	75														1	5		1					2
364	13600504	1	1	76	1																		10					1
366	13600507	3	1	76	1																		2					1
371	13600505		1	77	2	73																						2
376	13600503		1	79	2	76																						2
378	13600502	5	2	79	1											3			1	1			2					1
381			2	-0	4	1	34	35																				4
386	13600075	6	1	-0	4	2	30	35								2		3								2		4
389	13600227		2	-0	5	0	6	7	33	60																		5
393	13600134	7	2	-0	3	28	36									3			2		2						3	3
394	13600493		1	-0	5	2	4	29	33																			5
395			1	-0	3	30	46																					3
398		4	2	0	5	2	4	34	35							2			2	1						2		5
399	13600240	5	1	0	4	2																1	1					4
406		4	1	0	4	3	30	33								1			2			2				1		4
407	13600081	4	2	0	2	27												1		1								2
408		3	2	0	3	32	37									2			1		1					2		3
412	13600084		1	0	5	24	24	34	54																			5
413			1	0	3	35	35																					3
414		2	2	0	4	0	3	37	40							15		2	1		1							4
415	13600481	6	2	0	4	3	31	35								1	1	3	3			2					1	4
419	13600245	4	2	0	3	35	35									15		5								15		3
428	13600472		1	1	4	2	4.5	37	38																			4
429		7	2	1	3	32	32												2									3
432	13600490	2	1	1	4	4	34	35								15		2	2			1				15		4
435	13600100	6	2	2	4	0	32	33										1				2						4
439		6	1	2	3	30	35									1			6							1		3
441		2	2	2	4	2	4	33	38							4			2			1				3	1	4
446		7	1	3	3	29	38															2						3
452	13600258	2	1	3	4	1	32	33								20			3	1						20		4
457	13600246	7	1	3	5	1	6	34	35											3	1	2	1		1			5
458		4	2	3	4	5										5					2	2				2	3	4
459	13600128	7	1	3	4	8										2				1							2	4
463	13600476	7	1	4	5	0	4	7	36	38						5			4			4		2		2	3	5
464	13600102	7	2	4	6	5	15	19	38	45									2									6
468	13600251		2	4	5	4	12	20	40	47																		5
469	13600127	5	1	4	4	7	40	41								35		1	1		1					15	20	4
470		2	1	4	4	4	7	36	39							23		1	5	3	1	1				22	1	4
471		1	2	4	5	2	4	5	35	36						5	1		4							2	3	5
480	13600236	5	2	6	5	3	6	9	36	36						22			2	1						2	20	5
488	13600131	4	2	7	4	8	14	15	42							20		8									20	4
489	13600234	4	1	8	4	10	42	44								25	5	3	1	2							25	4
490	13600126	1	2	8	3	50	54									10	2		3		2						10	3
491	13600249		1	9	6	0	2	7	9	39	41																	6
494	13600241	6	2	9	5	4	7	38	41							5		2	1							1	4	5
495		5	2	9	5	5	9	11	31	32						2	6		2								2	5
497	13600216	6	1	9	7	9	12	14	16	18	38	40					8		1	1		2						7
498		7	1	10	4	12	39	40								5	1										5	4
500	13600235	6	2	10	4	12	41	42									20	6		6								4
501		4	1	10	4	12	42	46								3	10	2									3	4
503	13600232	2	1	11		9	12	14	17	21	23						12											6
504	13600238	2	2	11	5	3	6	9	11	31							30	1			2							5
506	13600233	6	2	11	6	4	6	13	41	45																		6
507	13600250	1	2	11	4	11	13	38	40								10		2		1	2						4
509	13600231	2	2	12	3	43	47										10		1	1	1							3
511	13600257	2	2	12	4	12	14	52	53								28											4
512	13600229	6	1	12	4	8	39	40								1	2	2	3	1	1						1	4
514	13600228	2	2	13	1	13											30											1
515	13600086	4	2	14	5	8	11	39	41							1	15	4	2	2			1				1	5
516	13600136	7	1	14	4	9	14	35	44																			4
517	13600470	1	2	14	3	14	52	58									30		3	6								3
518	13600093	4	2	15	5	9	12	44	44								20	2		6								5
519	13600215	7	2	15	7	2	4	6	15	17	35	39				3	30		6							1	1	7
520	13600091	6	2	15	4	15	20	46	48								9	6		2								4
525	13600098	4	2	17	5	12	17	18	41	44							9	3										5
526	13600469	5	1	17	4	20	50	51								1	10				2						1	4
527	13600106	5	1	17	4	17	19	51	67								15											4
529		4	2	17	4	16	49	50									15	2	2	1								4
530	13600094	1	1	18	4	13	46	56									3			1	3		1					4
535	13600225	2	1	19	5	11	15	19	45	47						1	6	6	6	4				1		1		5
537	13600480	1	2	19	3	19	52	56									4	10	6	1	2							3
538	13600133	7	2	20	6	7	13	17									20	3	1									6
546		1	2	21	4	24	48	50										3		1	1							4
552	13600129	6	1	22	4	18	20	42									2	2	3									4
553		2	1	22	4	21	22	22								2	10	30		2							2	4
555	13600467	1	1	23	5	21	26	29	32									30	5									5
561		6	2	25	2	29												1										2
566	13600116	3	2	27	2	33													3	7	7	7						2
570	13600118	4	2	28	3	21	24										2	15	10	20	10	6	5	2				3
572	13600120	4	1	28	2	29												2	3	4	4							2
575	13600135	6	1	28	1													15	10									1
581		4	2	31	4	1	1	41								2				1						2		4
587	13600471	1	2	33	5	0	3	4	33	33							1			1	1	1						5
589	13600478		1	33	2	34																						2
590	13600466	6	1	33	2	36													3		2	3						2
591	13600243	2	2	33	2	34													3	3	3							2
592	13600482	4	2	34	4	4	8	44								2		2	5	3	3	2					2	4
593	13600121	4	2	34	1															10	10							1
595		4	2	34	4	1	3	33								6	1	10	10	5	5					5	1	4
596	13600244	1	1	34	6	2	6	8	22	33	34					3	4	2	8	3	2					1	2	6
597		1	2	34	3	2	36									1		1	3	1			1			1		3
598	13600218	6	1	34	3	1	32												1	2	3							3
600		4	2	35	5	1	2	3	39							2		2	5							2		5
601		1	2	36	1											1	1	3	1	4						1		1
604	13600226	2	1	36	2	36	59									4	1		3	1								2
605	13600214	5	2	36	1	36												1	5	7								1
610		1	2	38	1														3	2	2	2	2					1
612	13600130	6	1	38	4	4	6	36	38							1											1	4
613	13600222	3	2	39	5	7	9	11	39							2	2			2		1					2	5
616		2	2	39	3	2	35									20			2	3	1						20	3
618	13600473	5	1	39	4	2	4	37	39							2			3	3		1				2		4
621		4	1	40	4	4	7	39												9	3							4
622	13600492	4	2	40	3	9	10											1	9									3
623	13600253	2	1	40	4	14	16	41	41																			4
627	13600123	5	2	41	2	65											1			2	2	1						2
635	13600223	1	1	43	5	8	11	14	41									2	4	10	7	6						5
638	13600125	4	2	45	4	8	13	16								1		2	12	5							1	4
641	13600248	2	1	45	4	1	3	42	45								2	3	7	2	1							4
644	13600479	1	2	46		93														2		1						2
645	13600254	2	2	46	3	7	14									1		3	6	4	1						1	3
648	13600256	1	2	47	4	5	11	45											1	2								4
651	13600114	7	2	48	2	48	53													2								2
652	13600219	5	2	48	4	14	17	48											4	1								4
654		7	1	49	2	14											1			2								2
660	13600255	2	1	50	5	16	17	19	50									1	3	2								5
662	13600221	4	2	50	1															1	1							1
663	13600220	2	2	51	2	55															1							2
672	13600124	6	1	53	3	18	48	53									1	5		2								3
675	13600122	4	1	53	4	11	13	48	53							2	1	2	4	12	4	5		6			2	4
681	13600252	1	2	54	2	58										25	1			7	7					12	13	2
686	13600113	4	1	56	1											6		4	1								6	1
687	13600475	5	2	56	2	57											1	1	3	2	4							2
691		5	1	57	1																	2						1
693		4	1	58	2	49												2	4	6	4							2
695	13600474	1	2	58	2	59												2		4	6							2
697	13600477	6	1	58	2	56												2			1							2
702	13600217		2	59	1																							1
703	13600119	2	1	59	2	59	59											10	10	10	5	15	10					2
705		2	2	60	2	62												2				1						2
708		6	2	60	2	51										2					3						2	2
709	13600117	4	1	60	2	56											5		2	3	4							2
711		7	1	61	2	58										2			4		1	2			1			2
713		2	2	61	2	61										3			1	2	2	1				1	2	2
715	13600104	1	1	61	2	49														20	10	10	10	5				2
718	13600109	5	1	62	2	61	62												1									2
719	13600115	7	1	62	2	56														2		1						2
721	13600111	5	2	63	1											1					4					1		1
722	13600105	7	1	63	2	63																						2
723	13600110	4	1	63	2	57																1						2
725	13600107	7	1	64	2											2						25				2		2
727	13600112	6	2	64	1											3		2					1					1
728	13600101	7	1	65	2	63												1	1	1	1							2
729	13600097		1	65	3	16	53	65																				3
731	13600095	6	2	65	2	40	42									3				4			2				3	2
732	13600103	7	1	65	2	61																						2
734	13600242		2	65	2	42										1		1	1				2					2
736	13600099	6	1	66	2	63										3			4		4					2	1	2
738	13600083	4	2	66	1											1			1								1	1
740	13600488	4	1	66	2	66															3	3	2	1				2
742		4	2	67	2	66																						2
743	13600468	4	1	67	2	64										2			2							2		2
744	13600077	4	2	68	2	68										2			1		2					2		2
745	13600087	4	2	68	2	68	81									1			1					2		1		2
746	13600090		2	69	1																	2						1
747	13600088	3	1	69	2	65	70											2				1						2
748	13600092	5	2	69	1											2				6						2		1
749	13600224	4	1	69	2	71										4					6	7					4	2
753		2	2	70	2	40																	5					2
755		6	1	70	2	67														2								2
758	13600078	5	2	71	2	78												2		1		3	6	2				2
759	13600082	6	2	71	2	73																						2
760	13600247	2	2	71	1													1		1	1							1
761	13600085	4	1	71	2	52										4	2									2	2	2
762	13600096	6	1	71	1											7		2		2		2	1					1
764	13600132		2	72	2	71	73																					2
765	13600089		2	72	2	71	72																					2
774	13600079	7	1	75	2	33																	3					2
775		3	2	75	2	77																		2				2
782	13600080		2	76	2	76	78																					2
783			1	76	2	76	77																					2
785	13600076	4	1	77	1																		3					1
797			1	-0	4	3	32	37											1	2								4
798		4	2	-0	4	2	34	42								1			2	1	1					1		4
803	13600168	6	1	-0	6	7	10	11	40	41						3	1		4				1			2	1	6
806	13600159		1	-0	3	11	36																					3
807	13600139	1	1	0	4	3	32	37								1		1	2		2					1		4
810		1	1	0	4	2															2							4
815		5	1	0	4	0	2	36	42							1			1	1						1		4
818			2	0	4	3	28	33																				4
819	13600460	1	2	0	4	0	4	32	33							2			2		1						2	4
821	13600177	4	2	0	3	31	36									10		2	2		2					10		3
822		6	1	0	3	29	34									3		1	5	2	1	2				1	2	3
826			2	0	3	35	37																					3
828	13600321		2	0	4	2	31	35																				4
832	13600161	7	1	0	3	36	38									3			3	1						2	1	3
833			1	0	4	2	5	38	39												2							4
835		1	1	0	3	0	27	28										2			1							3
836			2	0	5	1	5	9	29	36																		5
842	13600200	6	1	1	4	1	4	39	43							4			3	2						3	1	4
844	13600157	2	1	1	3	32	34									20	1	3	5							20		3
845		2	1	1	6	2	3	22	23	24						1		3			1		1			1		6
848	13600158	1	2	1	4	0	1	29	31												2							4
852	13600198	2	1	2	2	28										2		3			3					2		2
853	13600462	7	1	2	4	4	35	37								3					1					2	1	4
855		5	2	2	5	1	2	32	36								2											5
857		1	1	2	4	2	5	35	38							20		4	2							15	5	4
858	13600141	7	1	3	4	3	4.5	25	29							20			2							20		4
860		5	2	3	3	34	39									1			1							1		3
861	13600336	1	1	3	3	33	33																					3
862	13600337		1	3	4																							4
866	13600142	1	2	3	5	3	6	8	37	42						1			1							1		5
867		5	1	3	5	3	6	8	37	41						40	1		2	2		2	1			30	10	5
870		2	1	4	5	0	1	4	32	37																		5
872	13600149	7	2	4	4	4	5	33	38							4			6								4	4
874	13600338	3	2	4	4	2	29	30								1		4	4		2					1		4
875		1	2	4	4	2	37	39								6					2	4				4	2	4
876		1	1	4	5	7	9	40	41							20		2		2	1					10	10	5
877	13600192	1	2	4	4	2	37	38								3										3		4
878	13600453	1	2	4	4	9	37	40								10	2	1	1			2					10	4
880	13600331	2	1	4	5	2	9	39	40							2			2	2		1	1			1	1	5
881		2	2	5	3	5	32	38								5			4							1	4	3
883	13600169	1	1	5	5	11	14	44	45														1					5
884		7	2	5	4	8	46	52																				4
885	13600320	3	2	6	4	3	6	31	31							15			4		4					2	13	4
886		7	1	6	5	6	8	10	42	43											2							5
888		1	1	6	3	43	46																					3
889	13600173	1	1	6	5	2	5	34	35							15	3		3							1	4	5
890		6	2	6	4	5	40	41								1			2								1	4
891	13600193	2	2	7	4	7	11	35	40							5	6		1	1			2				5	4
893		3	1	7	5	8	10	40	41							2			2							2		5
895	13600191	7	2	7	4	11	41	43								1			1	1		1	1				1	4
896	13600319	7	2	8	5	4	7	10	39	40						6	2		2	1	2	3				3	3	5
897	13600189	2	2	8	4	11	41	45								17			2				2			2	15	4
898		7	1	9	4	6	36	36								2	4		3	1		4				1	1	4
899	13600184	6	2	9	5	7	7	41	47							6	3			7						4	2	5
900	13600333	1	1	9	4	11	40	43								2	1		1	1		1					2	4
901	13600188	1	1	9	4	9	9	34	36							2		1				2				1	1	4
902	13600324	1	2	9	2	9	43									17												2
905	13600442	4	2	9	3	6	36									2	7		2			2				1	1	3
906	13600325	1	2	9	3	7	37									3	1		1			2					3	3
907	13600176	2	2	9	7	9	13	15	18	20	35	48					1											7
908	13600174	1	1	9	4	6	9	37	37							2			1		1	2				1	1	4
909	13600330	6	2	10	4	10	13	42	42								1	2	2	2	2							4
910	13600326	3	2	10	4	14	16	53								5	5		1	3	1						5	4
914	13600171	2	1	11	3	49	61										20	1		5	3							3
915	13600172	2	2	11	5	6	11	13	36	41							15			2							1	5
919	13600170	5	2	12	2	47											25		6									2
920	13600440	7	1	12	5	7	9	46	47							4	5		4	2		1					4	5
926	13600183	5	2	13	4	16	40	44									2			2								4
927	13600179	3	1	14	5	10	15	46	48								5			4								5
928	13600186	1	2	14	4	14	48	57									10											4
929	13600148	7	1	15	4	10	45	49									1	4		2	2		1					4
930	13600443	1	1	15	4	11	42	53									2											4
935	13600180	2	2	16	5	15	19	48	48								28	2	1	2	1							5
936		2	1	17	4	17	18	56	62								10		1		1	1						4
938	13600146	6	1	17	4	13	17	47	51								1	4	1	1		1						4
940	13600436	1	1	17	5	12	15	17	46	47							2	2		4	2		2					5
946		1	2	19	5	14	16	50	50								5	10										5
952	13600335	2	1	20	4	17	46	48									4	9		2								4
953	13600181	2	2	20	3	23											2	15	1									3
956	13600197	2	2	21	3	19	22											3										3
962	13600447	5	1	22	3	60	60										3	5										3
967	13600166	2	1	24	3	24	50	55									2	2			2		1					3
970	13600449	2	2	25	2	27												2	1	1	1							2
974	13600212	5	2	26	2	42										4		10	10	20		5	30			2	2	2
975	13600195	7	1	26	1													2										1
982	13600202	1	1	27	3	28	62	65										1	2		2							3
983	13600151		1	28	3	5	78	82																				3
988	13600448	1	2	29	2	31													2	1	1							2
991	13600444	3	1	30	4	0	2	28	30								1	3	3	3	3							4
995	13600211	1	1	32	2	28												3	1	1								2
998	13600332		2	33	4	6	11	33	40																			4
1002	13600450	6	1	34	3	2	67									2		2	5							2		3
1014	13600162	4	2	36	4	5	8	40								2	10	20	20	5						1	1	4
1016	13600178	2	1	37	2	40													9	8	3	1	2					2
1017		6	2	37	3	6	37	45								2			6	12	2						2	3
1021	13600334	1	2	37	3	6	10									10	8	8	10	8	5						10	3
1025	13600327	6	1	38	4	11	14	38												1								4
1026	13600187	1	1	39	4	5	8	42											2			2						4
1027	13600190	5	2	39	2														3	4	2							2
1028	13600163	1	2	39	4	1	3	39	42									5	10	5	2							4
1031	13600199	5	1	40	6	6	9	13	14	39								2	8	2	2							6
1040	13600153	2	2	42	4	11	14	45									15		10									4
1042	13600204	2	2	43	4	9	13	47										1		2								4
1043	13600328	4	1	43	4	3	5	39								2		1	5	5	2	2				1	1	4
1045	13600201	5	1	44	4	17	19	43									9	1	5	7	2							4
1048		6	2	44	5	9	11	13	49							7				15							7	5
1050	13600152	7	2	45	6	10	14	16	18	46							6			2			4					6
1055	13600329	2	2	47	4	11	14	47	48											1								4
1056	13600154	1	1	47	4	14	16	41										2	8	4	2							4
1057	13600439	5	1	47	8	30	30	34	40	48	56	59				10			3	3	2						10	8
1058	13600165	1	1	48	4	19	21	46	48								1	2	5	6	2	1	1					4
1061	13600441	2	1	49	4	15	17	46									2	1		2	1	1						4
1062	13600205	7	2	49	5	12	12	15	49									1										5
1063	13600207		1	49	2	49	50																					2
1066	13600208	2	1	49	3	14	46										2	10	5	5	10							3
1067	13600196	7	2	49	1												1	1					1					1
1079	13600464	2	2	51	1												1	3	1	1				4				1
1080	13600206	1	1	51	4	18	20	51	51											2	5	2						4
1081	13600155	2	2	52	4	4	6	53	58																			4
1082	13600446	1	2	53	2	50														5	7							2
1088		1	1	54	2	54	87														2							2
1092	13600209	6	1	56	2	20												2			2							2
1094	13600175	2	2	57	1														1	2	2	3	1					1
1095	13600160	6	2	57	2	57												2	2	1		1						2
1098	13600445	7	1	57	2	56															5			1				2
1101	13600203	2	1	58	2	52												3	3	3	4							2
1103	13600167		2	59	2	61																						2
1106	13600156		2	59	2	65																						2
1107	13600150	2	2	59	2	59	63												3	2	3							2
1109	13600451	2	1	60	2	57										2			2		1					2		2
1110			2	60	2	59																						2
1114	13600147	3	1	61	2	60													1		3	10						2
1115	13600182	2	2	61	2	62	65											1		2	4	1						2
1117	13600452	1	2	62	1											1			2		1	1		1	1	1		1
1119		7	2	63	1											1			1							1		1
1122	13600456	2	1	63	2	56										1			10	10	10	10				1		2
1124			1	63	1																							1
1125	13600194	1	2	64	2	67																						2
1126	13600454	5	1	64	6	2	22	24	60	65	80					2	1	5	4							2		6
1129	13600185	3	1	65	2	62															4							2
1130	13600210	2	2	65	2	65										3			3	2	5	2				3		2
1132	13600455		2	65	2	61																						2
1135	13600144	1	1	65	1	65										2				1	2						2	1
1136	13600145	4	2	65	1														1			1	1					1
1139	13600323	1	1	65	2	66	70									2				1	1	7					2	2
1143		3	1	67	2	61															6	16						2
1144	13600457	1	2	67	2	74												1					2					2
1146	13600143	3	2	67	1													2	1	2								1
1151	13600213		1	70	1																							1
1153		2	2	71	1																2	2	1					1
1154	13600458		1	71	1																							1
1156	13600459		2	71	2	76																						2
1159	13600137	2	1	72	2	71											4			5		2	1					2
1161			2	72	2	73																						2
1163		1	1	72	2	69																	1					2
1167	13600339	7	1	73	2	58														1								2
1168	13600461		2	73	2	71																						2
1172	13600140		1	75	2	73	75																					2
1182	13600164	2	2	78	2	78	79												1			1	10					2
1183	13600465	6	2	78	1																		4	2				1
1184		6	2	78	1											2		1	1	2		1				1	1	1
1185	13600463	3	2	78	2	85																	1	1				2
1186	13600138		1	78	2	76																						2
1193			1	-0	4	2	33	45																				4
1194	13600608	1	1	-0	6	0	2	3	8	38	39					1		1	1	1							1	6
1195			1	-0	3																							3
1198	13600340		2	-0	4	1	39	46																				4
1201	13600259	6	2	-0	4	30	34									3	1		2							1	2	4
1203		4	2	-0	3	0	29	30										1	1									3
1204	13600266	6	1	0	4	3	37	43																				4
1206		2	2	0	4	6	35	37																				4
1208	13600344		1	0	6	0	2	9	32	50	83																	6
1210			1	0	4	2	40	41																				4
1213	13600347	2	2	0	3	30	37									2				1						2		3
1214	13600268	2	1	0	4	3	37	39																				4
1215	13600269		1	0	3	0	27	31																				3
1216	13600368	7	1	0	4	3	37	39								1				2		2					1	4
1224		2	1	0	4	1	15	33	39																			4
1225	13600355	4	1	0	5	4	6	35	38							1			1		1	1						5
1226		7	2	0	3	74	77											2	2		1	1						3
1227	13600294	7	1	0	3	0	36	44													1		1					3
1228	13600353		2	0	4	5	26	36																				4
1230		3	2	1	4	1	4	34	44							15			7							15		4
1231	13600302	6	2	1	3	36	43									1	3			3	1						1	3
1232	13600317	7	2	1	5	1	4	4	37	38						3			2			1	1			2	1	5
