ParticipantId	SampleCode	contdag	gesl2	LFTB	pershuis	Lftpershuis1	Lftpershuis2	Lftpershuis3	Lftpershuis4	Lftpershuis5	Lftpershuis6	Lftpershuis7	Lftpershuis8	Lftpershuis9	Lftpershuis10	contpers0tot9	contpers10tot19	contpers20tot29	contpers30tot39	contpers40tot49	contpers50tot59	contpers60tot69	contpers70tot79	contpers80tot89	contpers90plus	contpers0tot4	contpers5tot9	pershuisv2
19863	13606409	1	1	74	2	72	74														1	1						2
19864	13606551	3	2	75	2	78												3	2	1	1							2
19865	13606404	1	1	75	2	72																						2
19866	13606416	4	1	75	2											3	2		2	2			1			1	2	2
19868	13606546		1	75	2											2											2	2
19869	13606540	2	1	75	2	72																2						2
19870	13606513	3	1	75	1																		1					1
19872	13606414		2	76	1																							1
19878		2	1	78	2	79																8						2
19879	13606417	1	2	78	2	81										1	2	2		2	4			1			1	2
19881	13606415	7	2	78	2															1		2	2					2
19889	13606596		1	-0	10	0	9	13	16	18	28	28	34	37	64													10
19896		2	1	0	4	2	33	36								12		1	2	1						12		4
19914			2	1	3	40	41																					3
19917	13606619	6	1	2	4	4	16	38								7	7		2							2	5	4
19931	13606612	5	1	4	4	4	7	30	35							4			2		3					1	3	4
19933	13606614	7	1	4	5	5	11	15	33	39						3												5
19942	13606616	6	1	7	6	5	8	10	39	41						12				8							12	6
19944	13606780		2	7	5	4	5	8	26	30																		5
19945	13606623		2	7	5	5	9	47	50																			5
19947	13606600	5	1	8	4	6	40	44								8										2	6	4
19949	13606770		2	10	4	6	10	29	34																			4
19950	13606642		2	10	4	10	12	36	40																			4
19953		1	1	11	4	11	11	46	47							2	3	1		2			1				2	4
19958	13606618	3	2	12	4	12	20	45	49								10	1		5								4
19959	13606763		1	13	5	7	13	14																				5
19960	13606615	6	2	13	2	50	52									3	2				2						3	2
19962	13606617		2	14	4	8	14	34	38																			4
19964	13606622	3	1	15	4	11	15	49	51								20											4
19965	13606635	6	2	15	5	13	19	47	57									2										5
19966	13606609	2	2	15	4	19	49	51									34			3								4
19968	13606757		2	16	4	5	8	17	45																			4
19972	13606778	1	2	16	8	13	17	18	20	22	23	42	50				20		2	3								8
19978	13606625	2	2	20	5	15	17	43	48								1	2			1							5
19979	13606667	1	2	20	4	17	45	50								1			5	5	5		15	15	5		1	4
19982	13606630	2	2	20	2	20	22										2	1	1	1	1	1		1				2
19987	13606629	2	2	22	2	23												2										2
20005	13606775	1	1	25	1												2	5	2	1	2							1
20007	13606776	6	2	25	5	24	25	25	26	26								5										5
20010	13606670	7	2	25	1													1	9		1							1
20011		6	2	26	6	14	19	23	57	65						3		3	1									6
20014	13606636	7	1	26	2	22												4										2
20015	13606631	6	1	26	2	26	27											3										2
20019		2	2	27	2	28												10	5	5								2
20027	13606762	1	2	29	2	32										2		1	2							1	1	2
20032	13606638	7	2	30	2	30										2			2	1	1	1				2		2
20039	13606656	4	2	31	3	1	40									1	40	20	20	10	5	2				1		3
20040	13606760	1	2	31	4	3	8	31	35								2	2		4								4
20041	13606640	2	2	31	2	33										6		1	2	2						4	2	2
20052	13606605	6	1	32	4	2	4	34											1									4
20055	13606637	2	2	32	3	2	32	37								1			3	3						1		3
20057	13606624		2	34	3	0	39																					3
20060	13606771		2	35	5	6	8	13	36																			5
20067	13606626	2	2	37	4	0	3	37	37							4		3	3	1	1					3	1	4
20068	13606628	7	1	37	4	0	2	34								1			2							1		4
20071		3	1	37	3	3	37									1			5	1	1					1		3
20077	13606766	3	1	38	4												1											4
20079	13606634	7	1	38	5	3	7	9	40							8	10	8	10	2						3	5	5
20084	13606759		2	39	6	3	10	14	15	39	44																	6
20085	13607000	3	1	39	4	2	4	33								4		3	6	4	2	1				2	2	4
20094		2	2	42	5	12	12	13	42								4		2	1								5
20097	13606621	4	1	44	3	8	42	44										3	2	4	1							3
20098		1	2	44	1															2	1							1
20100	13606620	7	2	45	4	4	15	46	73								3	2		2								4
20116	13606632	7	2	51	5	14	18	19	53											1	6							5
20123	13606639	3	2	55	2	55	57											15	21	7	12				1			2
20125	13606627		2	55	1	54																						1
20132	13606645	1	2	59	3	20	57										2	2	5	10	14	2						3
20136	13606593	2	2	60	5	17	20	23	56									2		1				2				5
20139	13606610	6	2	61	2	67													1			1						2
20141	13606613	7	1	61	3	18	51	61									1											3
20142			1	61	2	43																						2
20143		4	2	62	2	62	66									4	1	3	4	5	5	4	2	1		2	2	2
20144	13606633	2	2	63	1															1	1	1	1					1
20145	13606606	4	2	63	2	74										3			3	1		2	1			2	1	2
20146	13606598	6	1	63	3	23	51	64								2		2	2		1	2					2	3
20148	13606772	5	1	64	2	63																7	6	5	1			2
20154	13606603	5	1	65	6	3	5	32	32	61											5							6
20156	13606601	3	2	65	1																		3					1
20162	13606754	1	2	68														2		1	1	1						
20163	13606608	5	1	68	2	48													1									2
20164	13606641	1	2	68	2	77																	10		4			2
20165	13606611	2	1	69	2												2		4			3	2					2
20166	13606597	2	1	69	2	65														1	1	1						2
20167	13606599	3	1	70	2	63																4						2
20169	13606607	3	1	71	2	69																	2					2
20171	13606779	3	2	72	1														2	5			1					1
20175	13606595	4	2	73	2	73	73											3		5	10	2						2
20177	13606646		2	73	2	73	75																					2
20181		2	1	75	2	32										2		1			1					1	1	2
20183	13606594	6	1	75	2	71												1	1									2
20185	13606602	6	2	77	1	77														3			2					1
20192	13606661	2	1	-0	4	2	30	35										1			1	1						4
20193	13606604		2	-0	3	21	34																					3
20196			1	0	4	7																						4
20198	13606666	2	1	0	5	4	6	8								2			2							1	1	5
20200	13606655	2	2	1	5	1	2	6	37	38						11		2								10	1	5
20201		3	1	1	3	32	41									7		1		1						7		3
20206		4	1	1	3	35	40															2						3
20209	13606648	2	1	2	3	10	32									3			3							3		3
20210	13606651	1	2	3	4	4	35	36								12		3	2							12		4
20211	13606652	2	1	3	5	1	3	5	38	38						10	1	4	4							5	5	5
20212	13606650	2	1	3	5	4	6	11	30	32						1	1											5
20214		1	2	6	4	3	31	36								15					1	1					15	4
20216	13606755	1	2	7	5	9	12	31	40							5	3	2	3									5
20219	13606662		2	9	5	6	7	9																				5
20223	13606782	2	2	12	5	8	12	14	49	54						1	10			1							1	5
20224	13606672	2	2	12	3	10	12	33											2			1						3
20225	13606756	6	1	14	4	4	15	38								3	14		2	2	2	1				1	2	4
20227		3	1	15	4	13	45	47									40			2								4
20228	13606649	1	1	16	3	16	41	50																				3
20231	13606767	7	2	18	6	12	18	20	21	48	51						3											6
20264	13606668	2	2	32	1											7		3	4	2	1					2	5	1
20268	13606671	2	2	33	3	2	33										20		2		1	1						3
20269	13606669	2	1	33	3	3	27									20	15	15	15	15	10	10	5	5	3			3
20272		3	1	35	3	9	27												1									3
20273	13606768	6	2	35	2	35												1			1							2
20274	13606781	1	1	35	4	3	4	36										4	4	4	4							4
20279	13606765	4	2	41	4	10	12	41	47							4	6		1	8							4	4
20285	13606657	2	2	42	4	11	15	44									15	3	7	5	2	3						4
20286	13606659	2	2	42	4	7	14	32	55							5	2		4	3	2						5	4
20287	13606777	1	2	43	3	15	44										1	1	1	1								3
20289		4	2	44	3	14	47									1			1	1							1	3
20292	13606658	2	1	48	3	8	39											1	2		3							3
20293	13606660	1	1	48	4	14	17	44									12	10	5	5	5							4
20295	13606664		1	50	4	14	18	44	50																			4
20296	13606665	2	1	50	5	16	19	21	49									8	4	3		1						5
20297		6	2	52	3	23	51	51									1	2		3			2	1				3
20298	13606663	3	1	52	2	47										4	2	10	10	10	10	10	10				4	2
20299	13606769	1	1	53	3	26	53	53										6	2		4							3
20301	13606654		2	53	2	53																						2
20307	13606758	6	2	55	2	46														1		1		2				2
20308	13606774	2	1	56	1															6								1
20310	13606673	4	1	56	2	55													5	12	10							2
20311	13606761	3	1	57	2	45												10	5	2	1							2
20314	13606647	2	1	60	1											1						1						1
20315	13606644	7	1	62	2	64													2			2						2
20316	13606653	2	1	63	1												5	12	4	3	4							1
20322	13606773	6	1	69	2	19												4		2								2
20324		5	1	70	2	68														1			6					2
20331	13606764	4	2	75	1																1	3	5					1
20332		5	2	75	5	35	40	42	47							2		1								2		5
20341	13606643	1	1	79	2	80											1	6	2			7						2
20343	13606817		2	-0	4	2	23	29																				4
20344	13606707		2	-0		28																						2
20347	13606789		2	-0	4	2	30	35																				4
20350			2	-0	5	4	6	34	40																			5
20359	13606870		2	0	3	37	38																					3
20361	13606700		1	0	3	19	26																					3
20366			2	0	4	10	33	44																				4
20369	13606710	7	1	0	3	35	54									2	1	1	2	1						2		3
20372	13606799	2	2	0	5	6	11	32	36												1							5
20373			2	0	4	4	30	32																				4
20375	13606852		2	0	3	26	29																					3
20380	13606740	1	2	0	3	36	37												2									3
20383	13606868	7	1	1	4	4	25	35								1			1								1	4
20386	13606787	7	1	1	4	3	34	48								3			2							3		4
20389	13606804	2	2	1	4	1	37	39								20		2	2							20		4
20391	13606714		1	2		5	32	39																				3
20395	13606702	5	2	2	4	0	2	29	29							1		2		1	1					1		4
20396	13606739		2	2	6	1	1	2	6																			6
20398		3	1	2	4	0	37	41								10		2								10		4
20400	13606783	1	2	2	6	0	7	8	33	47																		6
20401	13606727	7	2	2	4	2	33	35								5	2		2	2	1	6			1	1	4	4
20406	13606751	2	1	3	3	3	34	37																				3
20408	13606698	2	2	4	4	4	6	36	37							20		1	2	1		2				15	5	4
20410		6	2	4	4	0	37	41								10			5							6	4	4
20412	13606864	7	2	4	5	1	6	40	42												2							5
20415	13606784	2	1	4	5	7	9	41	45							5			1	3	1					1	4	5
20416	13606803	1	2	4	2	36										10										10		2
20418	13606802	2	1	4	4	6	35	41								16				2								4
20429	13606796	3	2	6	4	9	36	39								6			2			2					6	4
20432	13606795	6	1	7	6	4	9	29	39	71						1												6
20433		5	1	7	3	36	40									4						1					4	3
20434	13606790	2	2	7	4	6	45	50								22				3	1	1					22	4
20437	13606820		2	8																								
20439	13606801	2	2	9	4	11	45	47								17	3	2	2	2						7	10	4
20441	13606805	3	1	9	6																							6
20442	13606867	2	2	9	3	34	37									3			1		2		1			1	2	3
20449	13606725	1	1	12	5	9	14	47	51								4											5
20453	13606733	6	1	13	3	36	42										12			5								3
20454	13606797	7	1	13	5	5	10	37	39							4	18	3	4	6		2					4	5
20455	13606721	3	2	13	5	8	12	13	43	45							35		7	1								5
20457		4	2	13	4	19	48	50									30			8								4
20458	13606724	2	2	14	4	14	16	47	49								20			2								4
20460		4	1	14	4	13	43	44									20											4
20461		4	2	14	4	16	49	50								3	10		2	2						1	2	4
20462	13606731	4	1	14	5	13	16	52	55								25				2	1	1					5
20463	13606722	2	2	15	4	13	43	44									20			8								4
20464	13606806	3	2	15	4	13	39	41									15		2	1								4
20466	13606728	6	2	15	5	7	13	45	46							3	6	2		7			2			1	2	5
20475	13606829	2	1	18	3	16	18	46									1			1								3
20476	13606815	4	2	18	3	54	59										6				2							3
20483	13606791	1	1	20	4	20	24	24									2	8										4
20489	13606855	7	1	20	2	24											4	8		2								2
20494	13606792	5	1	21	3	21	22										2	10										3
20495	13606844	2	1	21	4	17	49	54																				4
20496	13606794	2	1	21	5	23	23	23	26								5	10	3	2								5
20497	13606823	2	1	21	1												2	2		1								1
20501	13606717	4	1	22	2	54												2	1		1							2
20502		7	2	22	11	20	22	23	24	25								10	2		1							11
20515	13606859	2	2	24	4	21	49	52										2		1								4
20518	13606833	3	2	24	2	27											25	4	4	6								2
20524	13606840	5	2	25	2	40												4			1							2
20527	13606741	2	1	25	5	20	20	24	25								3	25			1							5
20535	13606843	2	2	26	2	28												3	4	1	1						45	2
20539	13606865	2	1	27	2	37												4	8	4								2
20542	13606846	2	2	27	2	31													3	5		1						2
20543		5	2	27	1													12	2	4	4							1
20544		4	2	27	2	83												9	1									2
20548	13606742	7	1	27	2	23											2	6		4	2		1					2
20553	13606839	3	2	28	1												10	8	2	1								1
20563	13606723	4	2	30	1												10	1	2		3		1	2				1
20566	13606819	2	2	30	2	28											2	10	1									2
20568	13606847	3	1	30	2	29												4	4	2	4							2
20578	13606746	5	2	31	2	22												1	3		2		2	1				2
20579	13606735	7	1	31	3	0	32									1		8			4					1		3
20581	13606858	2	2	31	3	0	31									35	1	5	5	5	2					15	20	3
20582	13606841	7	2	31	4	1	3	27								2			2								2	4
20585	13606818		1	32	5	3	6	20	26																			5
20586	13606752	3	2	32	3	3	49										7	4	6	7	7	2						3
20588	13606862	2	1	32	3	1	30											1	3	3	4							3
20591	13606863	2	1	33	1													5	2	3								1
20595	13606705		2	33	1																							1
20597	13606837	6	1	33	3	1	29									1		1								1		3
20601	13606830	2	2	34	2	40										3	5	10	10	10	10	5	1			1	2	2
20602	13606749	7	1	34	1													1	5	2			2					1
20603	13606838	1	1	35	4	0	2	31								2			5			1				1	1	4
20604	13606822	2	2	35	4	4	6	43								2		1	3	4	2	1				1	1	4
20606	13606848	6	2	35	4	1	3	34								4			5	1	7					4		4
20615	13606786	3	2	36	4	6	9	37								30			4	4		1					30	4
20619	13606808	2	1	36	3	16	42										1	2	12	2		3						3
20623	13606788	7	1	36	4	2	4	26								4		1	2	2						2	2	4
20627	13606849	3	2	37	4	4	6	39								6			9							2	4	4
20628	13606744	3	1	37	4	0	2	32	37									3	11	10	6	1						4
20630		2	1	37	1													6		1		1						1
20631	13606825	2	2	37	1													1										1
20633	13606750	4	2	38	5	1	6	10	38	39						5		10	10	6						3	2	5
20644	13606836	2	2	40	3	14	15										1	2		3		3	5	8	1			3
20645	13606857	6	2	40	4	9	12	39	40									1	2	1								4
20649	13606826	4	1	41	5	5	7	9	42							4		2	2	3	2						4	5
20650	13606715	7	1	41	5	7	9	15	36							1											1	5
20651	13606800	2	1	41	2	40													1	7	1							2
20655	13606842	2	2	43	3	14	18												2	8								3
20659	13606827	4	2	43	2	16												3	5	6	2							2
20660	13606711	2	2	43	4	12	15	48									1		2	1								4
20664	13606732	2	1	45	2	39												1	2				1					2
20668	13606832	2	1	45	4	18	20	42											10	10	5							4
20671	13606753	6	2	46	2	46	46											2		1	1							2
20673	13606850	2	1	46	2	41											2	4		8	6							2
20677	13606811	1	2	49	6	15	18	24	27	54							1						4					6
20678	13606828	5	1	49	1														1	2	4							1
20679	13606703	1	2	49	6	8	16	21	24	49	52					2		9	1	4				1			2	6
20680	13606821	3	2	49	3	15	18										5				3		1	1				3
20682	13606737	5	1	49	1	49												2	5	5		1	1					1
20685	13606831	6	2	50	3	22	57										1	4	1		6	1	2					3
20693	13606853	2	2	51	4	12	18	54									3	3		1	1							4
20695	13606747	1	1	51	4	17	21	48										2	3	3	2							4
20698		1	2	52	2	32													1			2						2
20699	13606860	3	1	53	3	22	57											3	2	3	2							3
20702		2	2	54	4	19	25	53																				4
20703	13606734	4	2	55	2	55	60											10	10			10						2
20704			2	55	1																							1
20706	13606738	6	1	55	3	26	52									1		4	2		1					1		3
20707	13606736	3	2	56	2	45												1	3	3	4	2						2
20708		4	2	56	2	56											2		5	3	2		1					2
20709		5	1	56	4	14	18	52												2	6							4
20717	13606834	1	2	58	2	56												2	1	3	3							2
20719	13606697	1	2	59	2	67															6			2				2
20720	13606835	3	1	59	1														1	3								1
20721	13606845	3	1	59	2	58										2			2			2				1	1	2
20723	13606699	7	1	60	2	60														1	1							2
20725	13606745	7	2	60	2	59										2		10		10	5	5					2	2
20728	13606706	1	1	60	2	60												4	1									2
20730	13606720		2	60	2	58																						2
20731	13606716	7	2	60	2	62																						2
20732	13606816	2	2	60	2	64										2			2			1				2		2
20733	13606743	6	2	61	2																							2
20736	13606854		2	62																								
20738	13606712	6	2	63	2	69												3			3	2						2
20740	13606718	4	1	63	2	63															5	8	2					2
20743	13606866	3	1	65	2	73																						2
20745	13606807	4	1	65	2	54										2				15						2		2
20746	13606748	6	1	66	2	64										1						1	2				1	2
20750		3	2	67	2	67										3			1		1	3					3	2
20752	13606851		1	67	2	65																						2
20756	13606730		2	68	2	68																						2
20757	13606726	2	1	69	2	66												1		1	2							2
20758	13606869	7	2	69	2	68										3			3		3	8				2	1	2
20760	13606814	2	1	69	2	56														2								2
20761	13606810	5	1	69	2	66										2				3		4	2				2	2
20762	13606824	5	2	69																		2		1				
20763	13606701	6	2	70	1																2	1	1					1
20764	13606713	1	1	70	1																	10	10					1
20765	13606704	7	1	70	1											2			1	2						2		1
20767		4	2	71	2	74										2			4	2	3		2			2		2
20769	13606798	1	2	71	2	78														2		2						2
20771	13606861	7	2	71	2	75														4	10	8	2					2
20773	13606785	2	2	71	1											2				5	1						2	1
20774	13606708	2	1	71	2	71												2	4		2							2
20775		3	1	71	1													1	5	5	10	10	5	2				1
20776	13606813	2	1	71	2	71																	1					2
20777	13606812		1	71	2																							2
20778	13606719	7	1	72	1															4	2	2						1
20788	13606793	3	2	76	2	29																2						2
20792	13606809		1	77	2	75																						2
20793	13606729	4	2	77	2	78															2							2
20795		3	2	78	1														1	1			2					1
20802	13606709	3	2	79	2	82																2						2
20806	13606951	2	2	-0	4	0	7	37	41																			4
20811	13606942		2	-0	3	34	40																					3
20813		4	1	-0	3	31	32											1	1		1							3
20814			2	-0	5	0	3	38	43																			5
20819			1	-0	3	30	30																					3
20821	13606882	2	1	-0	3																	3						3
20822			2	-0	5	2	5	36	38																			5
20826			1	-0	3	33	35																					3
20827			2	-0	3																							3
20828		4	2	-0	3	33	36									2	1			2							2	3
20835	13606892	1	1	-0	3	36	39												2									3
20838	13606998	2	2	-0	5	2	4	34	37							5			1	1						5		5
20839	13606903	7	2	-0	4	4	32	36								2	2		2			2				1	1	4
20844	13606966	7	1	0	4	0	1	41	46														1					4
20846	13606913	1	2	0	5	3	4	37	38							3			6		1					3		5
20847	13607127		2	0	4	2	32	35																				4
20849	13606902	6	2	0	3	0	32	41														2	1					3
20850		2	2	0	5	2	5	36	37							8	1	2	1							8		5
20851	13606971	5	2	0	4	2	32	35								1										1		4
20855		4	2	0	3											8			4							8		3
20858		2	2	0	5	0	2	3	37	40						10										10		5
20861	13606997	6	2	0	4	0	2	27	30							2		2			1			1		2		4
20868	13606974	2	2	0	3	0	37	40													1	2						3
20869	13606972		1	0	3	0	27	46																				3
20873	13606962	4	1	0	3	25	27									2	3	2		2						2		3
20875		6	1	0	4	3	39	40								7			7	2	2	4				5	2	4
20880	13606978	2	1	0	4	2	31	35								1			2			1				1		4
20881	13606940	1	1	0	3	1	28	35								1		2	1								1	3
20883	13606941	2	1	1	4	1	3	25	26																			4
20886			2	1	4	1	6	37	41																			4
20887		3	2	1	4	0	35	41								15			5	2						15		4
20888	13607126	3	1	1	3	2	26	32								20	6	8	4							6	14	3
20892	13606955	1	1	2	5	2	3	5	40	41																		5
20893	13607110	7	1	2	4	4	37	42								1						1				1		4
20895	13606912	7	2	2	6	2	3	7	8	43	44							3										6
20896	13606880	2	2	2	2	44														1	1							2
20897	13606919	1	1	2	4	0	30	33										1				1						4
20901	13606984	1	2	3	4	3	4	38	40							3			2							3		4
20902		6	1	3	3	31	31												3									3
20903	13607118	2	2	3	4	5	39	43								10		2	3							10		4
20908	13607122	2	2	3	3	3	34	39								12	1	2	4	1	2	1				8	4	3
20911	13606881	1	1	3	5	6	7	40	45							13			6	2						8	5	5
20912	13606907	7	2	3	4	2	35	36																				4
20913	13606986	2	2	4	4	1	4	34	34							20							1			20		4
20915	13606920	3	2	4	4	7	34	46								20	3		4				2			10	10	4
20916	13606896		2	4	4	4	6	25																				4
20918	13606946	6	1	4	5	6	17	34	47							8				2		1	1	1		1	7	5
20920	13606969	4	1	4	5	7	9	40	41							15	3	2	1		2					12	3	5
20927	13606968	6	1	5	4	2	35	36								10		1	6	2		4				3	7	4
20928	13606876	3	1	6	4	7	10	46	47							15				11							15	4
20935	13606950	2	2	6	4	6	12	36	42							12	1	2										4
20937		6	1	8	5	3	19	34	42							35	15		5	5		2				5	30	5
20938	13606943	2	2	8	6	4	4	11	42	46						20				3						4	16	6
20940	13607113	4	2	9	2																							2
20942		2	1	9	5	10	18	20									1	1		2								5
20947	13606949	1	2	11	4	9	46	48									32	1	1	1								4
20949	13606956	2	2	11	4	12	45	51									20	3		1	1							4
20951	13606954	3	1	12	4	9	12	34	37								30		2									4
20952	13606975	3	2	12	3	11	12	34								5	1	1		1	3						5	3
20953	13606938	7	1	12	5	6	9	44	47								2											5
20955	13606947	2	2	13	4	3	37	42								3	28			10						1	2	4
20958	13606908	5	2	13	5	9	13	16	47	50							15			4	2							5
20963	13606999	2	2	15	5	10	13	15	37	46							25		4	12								5
20968	13606932	7	1	17	6	13	13	15	48								3			1	1							6
20970	13606921	5	2	18	3	18	20	52									1	1			1							3
20974	13607120	7	2	19	4	19	19	19									6	5		10	3							4
20976	13606990	1	2	19	4	19	21	44	50								4	2										4
20983	13606981	5	2	20	4	18	21	22										1										4
20986	13606923	1	2	20	2	20											2	20	1	1	2							2
20990	13606963	3	2	20	2	26												2										2
20993	13606991	4	1	20	4	20	20	53	74									2			1		1					4
20995	13606988	5	1	21	2	21										2	2	10		2	3						2	2
20999	13606948	7	2	21	3	22	24									1	2	10	10	15	5	2				1		3
21000	13607115	7	2	21	4	23	24	24										1			1			1				4
21001		1	2	22	2	22	25											9										2
21002		4	2	22	1													2										1
21004		1	2	22	3	23	24									9		5	10	2			2			4	5	3
21005	13606928	6	2	22	4	19	21	25									1	20	13	8								4
21010	13606922	1	1	23	2	23	26											1										2
21013	13607130	2	1	23	3	21	21										5	30	1	1								3
21014	13606965	5	2	23		28										15		2	10	1						1	14	2
21018	13606893	4	1	24	2	24	26										2	10	1									2
21022	13607121	2	2	24	2	26												4	2		1							2
21024	13606935	1	1	25	2	22												2	10	3								2
21025	13606976	2	1	25	1											0		8	5	1	1							1
21030	13606977	2	1	25	1												1	6	1									1
21031	13606993	6	1	26	2	23											1	10	8	2								2
21032	13606937	1	2	26	2	26												6	8									2
21041	13606936	7	1	27	1													6	3									1
21046	13606952		2	27	5	3	6	7	40																			5
21048	13606995	2	2	27	2	32											2	1	1									2
21049	13607119	2	1	27	4	22	25	28										2										4
21052	13607111	3	2	28	1													3	3	4	2							1
21058	13606996	2	1	29	1													5	2									1
21060	13606924	3	1	29	1													4	5	3								1
21061	13606904	6	2	29	1														5									1
21063	13606934	4	2	30	2	31										1		1	5		3					1		2
21064	13606911	1	1	30	2	31											2	8	3	3	3							2
21072	13606945	7	2	30	3	2	36									1			1	1	1			1		1		3
21075		2	2	30	2	32												2	3	3								2
21076	13606926	7	2	31	2	33										2			2			3					2	2
21077		7	2	31	3	1	35									1		1	2			2				1		3
21081	13606927	2	2	31	1	31													1									1
21084	13607132	2	2	31	3	2	32									1			1	1	2	1				1		3
21089	13606918	1	1	32	2	29												5	2	2	2							2
21092	13606888	1	1	32	1													3	5	5	2							1
21098	13606879	7	2	34	4	0	4	34								2				2		1				1	1	4
21099	13607117	5	2	34	2	36											1	6	8		2							2
21106	13606897	7	1	35	1													3	2	1								1
21110	13606939	1	2	35	6	2	4	6	8	33	35							3										6
21111	13607128		2	35	4	7	14	41																				4
21112		2	2	35	2	39													6	3								2
21113	13606983	1	1	35	2	34										0	1	2	5	2	2							2
21114	13607116	2	2	35	4	1	4	35	40							2	2			2		2						4
21117		4	1	36	3	5	72									4			1	1	3	1				4		3
21119	13607133	1	2	36	1											20	5	2	10	10	20	10	4	1		4	16	1
21120	13606885	4	2	36	4	1	4	36	46							6		5	5	7	7	5				3	3	4
21122		3	1	36	3	0	36												5	11	7							3
21125	13607134	2	2	37	3	0	36															2						3
21126		2	1	37	3	2	37	37											3	3								3
21129	13607125		1	38	1																							1
21130		3	1	38	2	32	38											4	8	2								2
21140	13606994	1	2	39	4	3	5	34								4		5	4							4		4
21141	13607135	2	2	39	4	15	18	42									1	1	2			1						4
21144	13607131	7	2	40	2	42											2	1	2			2						2
21148	13606889	1	1	42	5	9	13	15	46								1		3			1						5
21150	13607136	5	1	42	2	31													3	4	8	1						2
21153	13606929	1	1	42	2	32	42											6	2	2	3	1						2
21155	13607114		2	43	2	16																						2
21157	13607129	4	2	43	4	13	16	43									2		1	4								4
21161		6	2	43	1	43													1	1		1	1					1
21165	13607001	2	1	45	2	39													4	6	2							2
21166		3	1	46	4	13	14	44	46										5	3	3							4
21173	13606887	2	1	48	3	9	12									1			2		2						1	3
21174	13606909	1	2	48	3	17	48	51																				3
21177	13606953	2	2	49	4	19	21	49								1	1			1							1	4
21178	13607002	6	2	49	2	49	49										2	1		1								2
21183	13606987	2	2	50	4	14	48	50	52							1	75	5	2	5	1					1		4
21185	13606925	5	1	50	4	9	14	50	54							2	1	4	10	10	8	2					2	4
21187	13606970	1	2	51	5	13	16	18	53							10	14	8	6	4	8						10	5
21188	13606894	3	1	51	1	52										4		2	21								4	1
21189	13606959	5	2	52	5	19	21	23	53							12	2	3	6									5
21190	13606992	2	2	52	2	19													4									2
21194	13606931	2	1	53	2	51												2		4	1							2
21195	13606900	6	2	53	1													2		1								1
21201	13606872	6	2	54	2	57													1		2			6				2
21202	13606917	2	2	54	1												2	4	2	2	7	2	1					1
21204	13606916	1	1	55	1													2	1	3	4							1
21206	13606979	3	1	56	2	53												1		2	2	1						2
21209	13606989	3	1	57	2	50											1			1								2
21212	13606985		1	58	7	18	23	25	27	58	60	86																7
21213	13607123	2	1	59	4	23	26	58										2	3	5	3	1						4
21217	13606883	2	1	59	2	60												1	5	2		1						2
21218	13606957		2	59	2	60																						2
21222	13606930	3	1	59	2	55													1	2	1							2
21223	13606890	3	2	60	1																2	2						1
21224	13606875		1	60	1																							1
21225	13606982	2	2	60	2	60	66											7	3	7	6	3						2
21227	13607112	2	2	61	2	33	46																1					2
21229	13606910	1	1	61	1											1			1			1					1	1
21231	13606980	1	2	61	1													4	3	3	1	2						1
21233	13606877	3	2	62	2	60												2	4	5	4							2
21234	13606944		1	62	4	31	35	60																				4
21235	13606905	1	1	62	2	61										2			4	5	3	1				1	1	2
21237	13606973	2	1	64	1													3		2	2							1
21240	13606961	3	2	64	2	51													4		1	1	1	1				2
21244			2	65	1																							1
21245	13606884	6	1	65	2	62										4	2	4	4	2	2	4				1	3	2
21252	13606891		2	67	1																							1
21257	13606874	2	1	68	2	64												1	2			1						2
21258	13606967	1	2	68																			1					
21260			2	69	1																							1
21261	13606878		1	69	2	69																						2
21263	13607124	1	1	70	1											1			1	1	1	1				1		1
21264	13606964	1	1	70	1	70										2		5	3	3	1	1	2				2	1
21265	13606958	3	2	71	1																	1	1	2				1
21268	13606915		1	71	3	62	70																					3
21270	13606906	2	1	71	1																	10						1
21271	13606901	6	1	72	2	71										1	1			2	2	5		1			1	2
21282	13606873	1	1	74	2	62	74																					2
21283	13606933		1	75	2																							2
21287		1	2	75	1																		2					1
21289	13606898	3	1	75	2	73															15	18						2
21292	13606914	2	1	76	1												1	2		2		5	5	1				1
21293	13606960	6	1	76	2	75															2							2
21296	13606895	4	2	78	2	80												2	2	2	1			1				2
21297		3	1	78	2	77																	6					2
21298	13606899	1	1	78	2	77															2	2	2					2
21300	13606871		1	78	2	78																						2
21302	13606886	6	1	79	2	73											2			2		4	10					2
21303			2	-0	4	0	3	26	29																			4
21317	13607004		2	-0	4	1	22	26																				4
21318		3	2	-0	3	31	32									1										1		3
21320			1	-0	4	8	39	44																				4
21323		5	2	-0	5	0	2	70	74							3	1		2		1	1				1	2	5
21327			2	-0	4	2	2	29	32																			4
21329	13607016	2	2	-0	6	0	5	7	9	32	32					2											2	6
21332			2	-0	3	25	38																					3
21334	13607254		1	0	6	5	6	8	9	32	35																	6
21336			2	0	4	0	6	35	37																			4
21337	13607235	6	1	0	6	0	6	10	11	32	36					1						2					1	6
21339	13607256		1	0	7	0	5	7	8	9	29	30																7
21341	13607221	4	1	0	4	6	34	36																				4
21342			1	0	7	0	7	10	13	14																		7
21350	13607159	2	1	0	8	10	13	15	17	20							2	1										8
21352		3	1	0	7	0	3	6	33	35	72	74																7
